NACA 0007 Airfoil M=0.0% P=0.0% T=7.0%
  1.000000 -0.000000
  0.998459  0.000131
  0.993844  0.000520
  0.986185  0.001161
  0.975528  0.002042
  0.961940  0.003149
  0.945503  0.004463
  0.926320  0.005962
  0.904508  0.007625
  0.880203  0.009425
  0.853553  0.011339
  0.824724  0.013340
  0.793893  0.015403
  0.761249  0.017500
  0.726995  0.019606
  0.691342  0.021693
  0.654508  0.023734
  0.616723  0.025698
  0.578217  0.027558
  0.539230  0.029281
  0.500000  0.030836
  0.460770  0.032191
  0.421783  0.033313
  0.383277  0.034173
  0.345492  0.034741
  0.308658  0.034993
  0.273005  0.034907
  0.238751  0.034468
  0.206107  0.033665
  0.175276  0.032496
  0.146447  0.030965
  0.119797  0.029081
  0.095492  0.026862
  0.073680  0.024328
  0.054497  0.021505
  0.038060  0.018422
  0.024472  0.015104
  0.013815  0.011581
  0.006156  0.007877
  0.001541  0.004011
  0.000000  0.000000
  0.001541 -0.004011
  0.006156 -0.007877
  0.013815 -0.011581
  0.024472 -0.015104
  0.038060 -0.018422
  0.054497 -0.021505
  0.073680 -0.024328
  0.095492 -0.026862
  0.119797 -0.029081
  0.146447 -0.030965
  0.175276 -0.032496
  0.206107 -0.033665
  0.238751 -0.034468
  0.273005 -0.034907
  0.308658 -0.034993
  0.345492 -0.034741
  0.383277 -0.034173
  0.421783 -0.033313
  0.460770 -0.032191
  0.500000 -0.030836
  0.539230 -0.029281
  0.578217 -0.027558
  0.616723 -0.025698
  0.654508 -0.023734
  0.691342 -0.021693
  0.726995 -0.019606
  0.761249 -0.017500
  0.793893 -0.015403
  0.824724 -0.013340
  0.853553 -0.011339
  0.880203 -0.009425
  0.904508 -0.007625
  0.926320 -0.005962
  0.945503 -0.004463
  0.961940 -0.003149
  0.975528 -0.002042
  0.986185 -0.001161
  0.993844 -0.000520
  0.998459 -0.000131
  1.000000  0.000000
